"","X1","X2","Keywords","keywords_clean"
"491","L10","Market Structure, Firm Strategy, and Market Performance: General","Firm Strategy, Market Performance, Market Regulation, Market Structure. ","firm strategy market performance market regulation market structure "
"492","L11","Production, Pricing, and Market Structure; Size Distribution of Firms","Administered Price, Basing Point, Baumol's Disease, Competition, Component Pricing, Concentration, Conglomerates, Entry, Exit, Fixed Price, Flat Rate, Free Entry, Full Cost Pricing, Hedonic Pricing, Herfindahl Index, Marginal Cost Pricing, Market Behavior, Market Power, Market Pricing, Market Process, Monopoly Pricing, Oligopoly Pricing, Perfect Competition, Price Discrimination, Price Leadership, Price Setting, Price Taking, Pricing, Product Differentiation, Production, Size Distribution of Firms, Spatial Price Competition. ","administered price basing point baumols disease competition component pricing concentration conglomerates entry exit fixed price flat rate free entry full cost pricing hedonic pricing herfindahl index marginal cost pricing market behavior market power market pricing market process monopoly pricing oligopoly pricing perfect competition price discrimination price leadership price setting price taking pricing product differentiation production size distribution firms spatial price competition "
"493","L12","Monopoly; Monopolization Strategies","Administered Price, Anti Cartel, Antimonopoly, Bilateral Monopoly, Cartel, Cartelized, Collusion, Collusive Behavior, Conglomerates, Deadweight Loss, Durable Goods Monopoly, Entry, Exit, Monopolization Strategy, Monopoly, Monopoly Pricing, Monopsony, Natural Monopoly, Predatory, Price Discrimination, Price Maker. ","administered price anti cartel antimonopoly bilateral monopoly cartel cartelized collusion collusive behavior conglomerates deadweight loss durable goods monopoly entry exit monopolization strategy monopoly monopoly pricing monopsony natural monopoly predatory price discrimination price maker "
"494","L13","Oligopoly and Other Imperfect Markets","Administered Price, Bertrand Edgeworth, Bertrand Model, Collusion, Collusive Behavior, Contestable Markets, Cournot Duopoly, Cournot Model, Differentiation, Duopoly, Entry, Exit, Full Cost Pricing, Imperfect Competition, Monopolistic Competition, Monopolization Strategy, Nonprice Competition, Oligopoly, Oligopoly Pricing, Predatory, Price Discrimination, Price Leadership, Price Setting, Product Differentiation, Quantity Competition. ","administered price bertrand edgeworth bertrand model collusion collusive behavior contestable markets cournot duopoly cournot model differentiation duopoly entry exit full cost pricing imperfect competition monopolistic competition monopolization strategy nonprice competition oligopoly oligopoly pricing predatory price discrimination price leadership price setting product differentiation quantity competition "
"495","L14","Transactional Relationships; Contracts and Reputation; Networks","Brand, Business Contract, Business Transactions, Buyback, Buyer Supplier, Contracts, Dealership, Discounts, Franchises, Goodwill, Holding Companies, Incomplete Contracts, Joint Production, Joint Venture, Labor Contracting, Logistics, Middlemen, Network, Networking, Optimal Contracts, Outsourcing, Partnership, Procurement, Reputation, Subcontracting, Subsidiary, Supply Chain, Syndicate, Transactional Relationships, Vertically Integrated. ","brand business contract business transactions buyback buyer supplier contracts dealership discounts franchises goodwill holding companies incomplete contracts joint production joint venture labor contracting logistics middlemen network networking optimal contracts outsourcing partnership procurement reputation subcontracting subsidiary supply chain syndicate transactional relationships vertically integrated "
"496","L15","Information and Product Quality; Standardization and Compatibility","Compatibility, Differentiation, ISO, Lemons, Planned Obsolescence, Product Differentiation, Product Durability, Product Information, Product Quality, Standardization. ","compatibility differentiation iso lemons planned obsolescence product differentiation product durability product information product quality standardization "
"497","L16","Industrial Organization and Macroeconomics: Industrial Structure and Structural Change; Industrial Price Indices","Deindustrialization, Financialization, Growth Industries, Industrial Price Indices, Industrialization, Industry Mix, Macroeconomic Industrial Structure, Structural Change. ","deindustrialization financialization growth industries industrial price indices industrialization industry mix macroeconomic industrial structure structural change "
"498","L17","Open Source Products and Markets","Fair Use, Free License, Open Collaboration, Open Source Markets, Open Source Products, Open Source Software, Public Domain, Software Markets. ","fair use free license open collaboration open source markets open source products open source software public domain software markets "
"499","L19","Market Structure, Firm Strategy, and Market Performance: Other","None Specified","none specified"
"500","L20","Firm Objectives, Organization, and Behavior: General","Business Survey Data, Corporations, Firm Behavior, Firm Objectives, Firm Organization. ","business survey data corporations firm behavior firm objectives firm organization "
"501","L21","Business Objectives of the Firm","Competitive Strategy, Corporate Control, Corporate Objective Function, Firm Goal, Firm Objectives, Planned Obsolescence, Product Mix, Product Strategy, Profit Maximizing, Profit Satisficing, Sales Maximization, Strategic Plan. ","competitive strategy corporate control corporate objective function firm goal firm objectives planned obsolescence product mix product strategy profit maximizing profit satisficing sales maximization strategic plan "
"502","L22","Firm Organization and Market Structure","Chaebol, Conglomerates, Corporate Group, Hierarchies, Holding Companies, Internal Organization, Joint Production, Markets vs Hierarchies, Organizational Behavior, Subsidiaries, Vertical Integration, Vertically Integrated. ","chaebol conglomerates corporate group hierarchies holding companies internal organization joint production markets vs hierarchies organizational behavior subsidiaries vertical integration vertically integrated "
"503","L23","Organization of Production","Assembly Line, Automated Manufacturing, Chaebol Style Production, Division of Labor, Make Buy Decision, Manufacturing Process, Mass Production, Multiproduct Production, Production Fragmentation, Single Product Production, Taylorism. ","assembly line automated manufacturing chaebol style production division labor make buy decision manufacturing process mass production multiproduct production production fragmentation single product production taylorism "
"504","L24","Contracting Out; Joint Ventures; Technology Licensing","Business Alliance, Contracting Out, Domestic Outsourcing, International Outsourcing, Joint Venture, Labor Contracting, Licensing, Offshoring, Outsourcing, Spinoff, Technology Licensing. ","business alliance contracting domestic outsourcing international outsourcing joint venture labor contracting licensing offshoring outsourcing spinoff technology licensing "
